team1_points,team2_points,period,clock_minutes,clock_seconds,action_team,action_player_number,action_player_name,action_description,assist_player,shot_value,shot_outcome,seconds_remaining_period,seconds_remaining_game,pbp-team1_1,pbp-team1_2,pbp-team1_3,pbp-team1_4,pbp-team1_5,pbp-team2_1,pbp-team2_2,pbp-team2_3,pbp-team2_4,pbp-team2_5,game_id
10,11,1,1,45,pbp-team1,18,Willie Rodriguez,Defensive rebound,NA,NA,NA,105,1905,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
10,11,1,1,33,pbp-team1,17,Jj Romer,3pt jump shot missed,NA,3,1,93,1893,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
10,11,1,1,30,pbp-team2,5,Curtis Jones,Defensive rebound,NA,NA,NA,90,1890,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
10,14,1,1,27,pbp-team2,5,Curtis Jones,3pt jump shot made IOWA STATE UNIVERSITY - lead by 4,Tamin Lipsey,3,1,87,1887,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
10,14,1,0,57,pbp-team1,25,Evander Ortiz,Turnover - out of bounds,NA,NA,NA,57,1857,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
10,16,1,0,34,pbp-team2,0,Tre King,2pt floating jump shot made IOWA STATE UNIVERSITY - lead by 6,NA,2,1,34,1834,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,16,1,0,14,pbp-team1,13,Brandon Boyd,2pt jump shot made PUERTO RICO NATIONAL TEAM - trail by 4,NA,2,1,14,1814,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,18,1,0,1,pbp-team2,12,Robert Jones,2pt dunk made IOWA STATE UNIVERSITY - lead by 6,Keshon Gilbert,2,1,1,1801,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,18,1,0,0,NA,NA,NA,Period end,NA,NA,NA,0,1800,Brandon Boyd,Evander Ortiz,Jesus Cruz,Jj Romer,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,18,2,9,40,pbp-team1,26,Chris Brady,Turnover - bad pass,NA,NA,NA,580,1780,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,18,2,9,40,pbp-team2,5,Curtis Jones,Steal,NA,NA,NA,580,1780,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,18,2,9,36,pbp-team2,NA,NA,Jump ball - held ball,NA,NA,NA,576,1776,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,21,2,9,32,pbp-team2,10,Keshon Gilbert,3pt jump shot made IOWA STATE UNIVERSITY - lead by 9,NA,3,1,572,1772,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,21,2,9,15,pbp-team1,6,Jesus Cruz,3pt jump shot missed,NA,3,1,555,1755,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,21,2,9,10,pbp-team2,10,Keshon Gilbert,Defensive rebound,NA,NA,NA,550,1750,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,23,2,9,2,pbp-team2,10,Keshon Gilbert,2pt lay up made IOWA STATE UNIVERSITY - lead by 11,Tamin Lipsey,2,1,542,1742,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,23,2,8,51,pbp-team1,6,Jesus Cruz,Unsportsmanlike foul,NA,NA,NA,531,1731,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,23,2,8,51,pbp-team2,10,Keshon Gilbert,Foul drawn,NA,NA,NA,531,1731,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,24,2,8,51,pbp-team2,5,Curtis Jones,Free throw 1 of 1 made IOWA STATE UNIVERSITY - lead by 12,NA,NA,1,531,1731,Brandon Boyd,Chris Brady,Evander Ortiz,Jesus Cruz,Jj Romer,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,24,2,8,49,pbp-team2,0,Tre King,3pt jump shot missed,NA,3,1,529,1729,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,24,2,8,42,pbp-team2,12,Robert Jones,Offensive rebound,NA,NA,NA,522,1722,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,24,2,8,42,pbp-team2,10,Keshon Gilbert,Turnover - travel,NA,NA,NA,522,1722,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,24,2,8,22,pbp-team2,12,Robert Jones,Personal foul,NA,NA,NA,502,1702,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,24,2,8,22,pbp-team1,16,Isahia Palermo,Foul drawn,NA,NA,NA,502,1702,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Robert Jones,Tamin Lipsey,Tre King,game_3
12,24,2,8,14,pbp-team1,12,Gaby Belardo,3pt jump shot missed,NA,3,1,494,1694,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
12,24,2,8,11,pbp-team2,NA,NA,Defensive rebound,NA,NA,NA,491,1691,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
12,24,2,8,0,pbp-team1,16,Isahia Palermo,Personal foul,NA,NA,NA,480,1680,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
12,24,2,8,0,pbp-team2,24,Hason Ward,Foul drawn,Jackson Paveletzke,NA,NA,480,1680,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
12,24,2,8,0,pbp-team2,24,Hason Ward,Free throw 1 of 2 missed,Jackson Paveletzke,NA,1,480,1680,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
12,24,2,8,0,pbp-team2,NA,NA,Offensive Dead Ball Rebound,Jackson Paveletzke,NA,NA,480,1680,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
12,25,2,8,0,pbp-team2,24,Hason Ward,Free throw 2 of 2 made IOWA STATE UNIVERSITY - lead by 13,Jackson Paveletzke,NA,1,480,1680,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
12,25,2,8,0,pbp-team1,NA,NA,Timeout - full,NA,NA,NA,480,1680,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
12,25,2,7,48,pbp-team2,10,Keshon Gilbert,Personal foul,NA,NA,NA,468,1668,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
12,25,2,7,48,pbp-team1,18,Willie Rodriguez,Foul drawn,NA,NA,NA,468,1668,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
13,25,2,7,48,pbp-team1,18,Willie Rodriguez,Free throw 1 of 2 made PUERTO RICO NATIONAL TEAM - trail by 12,NA,NA,1,468,1668,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,48,pbp-team1,18,Willie Rodriguez,Free throw 2 of 2 made PUERTO RICO NATIONAL TEAM - trail by 11,NA,NA,1,468,1668,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,27,pbp-team2,1,Jackson Paveletzke,3pt jump shot missed,NA,3,1,447,1647,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,25,pbp-team2,NA,NA,Offensive rebound,NA,NA,NA,445,1645,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,25,pbp-team1,8,Georgie Pacheco,Personal foul,NA,NA,NA,445,1645,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,25,pbp-team2,22,Milan Momcilovic,Foul drawn,NA,NA,NA,445,1645,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,11,pbp-team1,NA,NA,Jump ball - held ball,NA,NA,NA,431,1631,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,11,pbp-team2,1,Jackson Paveletzke,Turnover - ball handling,NA,NA,NA,431,1631,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,7,11,pbp-team1,8,Georgie Pacheco,Steal,NA,NA,NA,431,1631,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,6,55,pbp-team1,12,Gaby Belardo,2pt jump shot missed,NA,2,1,415,1615,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,6,51,pbp-team2,0,Tre King,Defensive rebound,NA,NA,NA,411,1611,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,6,46,pbp-team2,22,Milan Momcilovic,Turnover - ball handling,NA,NA,NA,406,1606,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Tre King,game_3
14,25,2,6,36,pbp-team1,8,Georgie Pacheco,2pt jump shot missed,NA,2,1,396,1596,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,6,33,pbp-team2,3,Tamin Lipsey,Defensive rebound,NA,NA,NA,393,1593,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,6,28,pbp-team2,1,Jackson Paveletzke,Turnover - ball handling,NA,NA,NA,388,1588,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,6,28,pbp-team1,8,Georgie Pacheco,Steal,NA,NA,NA,388,1588,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,6,24,pbp-team1,20,Jordan Cintron,2pt jump shot missed,NA,2,1,384,1584,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,6,20,pbp-team2,3,Tamin Lipsey,Defensive rebound,NA,NA,NA,380,1580,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,6,16,pbp-team2,24,Hason Ward,Turnover - travel,NA,NA,NA,376,1576,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,5,59,pbp-team2,33,Omaha Biliew,Personal foul,NA,NA,NA,359,1559,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
14,25,2,5,59,pbp-team1,16,Isahia Palermo,Foul drawn,NA,NA,NA,359,1559,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
15,25,2,5,59,pbp-team1,16,Isahia Palermo,Free throw 1 of 2 made PUERTO RICO NATIONAL TEAM - trail by 10,NA,NA,1,359,1559,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
16,25,2,5,59,pbp-team1,16,Isahia Palermo,Free throw 2 of 2 made PUERTO RICO NATIONAL TEAM - trail by 9,NA,NA,1,359,1559,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
16,27,2,5,43,pbp-team2,1,Jackson Paveletzke,2pt jump shot made IOWA STATE UNIVERSITY - lead by 11,NA,2,1,343,1543,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Jordan Cintron,Willie Rodriguez,Hason Ward,Jackson Paveletzke,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,game_3
16,27,2,5,30,pbp-team1,18,Willie Rodriguez,Turnover - ball handling,NA,NA,NA,330,1530,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
16,27,2,5,27,pbp-team2,5,Curtis Jones,2pt jump shot missed,NA,2,1,327,1527,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
16,27,2,5,23,pbp-team1,18,Willie Rodriguez,Defensive rebound,NA,NA,NA,323,1523,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,27,2,5,5,pbp-team1,12,Gaby Belardo,2pt jump shot made PUERTO RICO NATIONAL TEAM - trail by 9,NA,2,1,305,1505,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,45,pbp-team2,1,Jackson Paveletzke,2pt floating jump shot made IOWA STATE UNIVERSITY - lead by 11,Curtis Jones,2,1,285,1485,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,21,pbp-team1,18,Willie Rodriguez,3pt jump shot missed,NA,3,1,261,1461,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,16,pbp-team2,5,Curtis Jones,Defensive rebound,NA,NA,NA,256,1456,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,4,pbp-team2,12,Robert Jones,2pt jump shot missed,NA,2,1,244,1444,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,4,pbp-team1,16,Isahia Palermo,Block,NA,NA,NA,244,1444,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,4,pbp-team2,5,Curtis Jones,Offensive rebound,NA,NA,NA,244,1444,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,4,pbp-team2,12,Robert Jones,Personal foul,NA,NA,NA,244,1444,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,4,4,pbp-team1,16,Isahia Palermo,Foul drawn,NA,NA,NA,244,1444,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Robert Jones,Tamin Lipsey,game_3
18,29,2,3,50,pbp-team1,12,Gaby Belardo,Turnover - bad pass,NA,NA,NA,230,1430,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,29,2,3,50,pbp-team2,1,Jackson Paveletzke,Steal,NA,NA,NA,230,1430,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,29,2,3,42,pbp-team1,8,Georgie Pacheco,Personal foul,NA,NA,NA,222,1422,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,29,2,3,42,pbp-team2,1,Jackson Paveletzke,Foul drawn,NA,NA,NA,222,1422,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,29,2,3,42,pbp-team2,1,Jackson Paveletzke,Free throw 1 of 2 missed,NA,NA,1,222,1422,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,29,2,3,42,pbp-team2,NA,NA,Offensive Dead Ball Rebound,NA,NA,NA,222,1422,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,30,2,3,42,pbp-team2,1,Jackson Paveletzke,Free throw 2 of 2 made IOWA STATE UNIVERSITY - lead by 12,NA,NA,1,222,1422,Gaby Belardo,Georgie Pacheco,Isahia Palermo,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,30,2,3,26,pbp-team1,16,Isahia Palermo,Turnover - bad pass,NA,NA,NA,206,1406,Evander Ortiz,Isahia Palermo,Jorge Matos,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,30,2,3,26,pbp-team2,5,Curtis Jones,Steal,NA,NA,NA,206,1406,Evander Ortiz,Isahia Palermo,Jorge Matos,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,30,2,3,21,pbp-team2,5,Curtis Jones,3pt jump shot missed,NA,3,1,201,1401,Evander Ortiz,Isahia Palermo,Jorge Matos,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
18,30,2,3,17,pbp-team1,3,Jorge Matos,Defensive rebound,NA,NA,NA,197,1397,Evander Ortiz,Isahia Palermo,Jorge Matos,Josh Rivera,Willie Rodriguez,Curtis Jones,Jackson Paveletzke,Omaha Biliew,Tamin Lipsey,Tre King,game_3
20,30,2,3,14,pbp-team1,18,Willie Rodriguez,2pt lay up made PUERTO RICO NATIONAL TEAM - trail by 10,NA,2,1,194,1394,Evander Ortiz,Jesus Cruz,Jorge Matos,Josh Rivera,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Omaha Biliew,Tamin Lipsey,Tre King,game_3
20,30,2,2,54,pbp-team2,33,Omaha Biliew,Offensive foul,NA,NA,NA,174,1374,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Omaha Biliew,Tamin Lipsey,Tre King,game_3
20,30,2,2,54,pbp-team2,33,Omaha Biliew,Turnover - offensive,NA,NA,NA,174,1374,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Omaha Biliew,Tamin Lipsey,Tre King,game_3
20,30,2,2,54,pbp-team1,18,Willie Rodriguez,Foul drawn,NA,NA,NA,174,1374,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Keshon Gilbert,Omaha Biliew,Tamin Lipsey,Tre King,game_3
20,30,2,2,38,pbp-team2,3,Tamin Lipsey,Personal foul,NA,NA,NA,158,1358,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
20,30,2,2,38,pbp-team1,18,Willie Rodriguez,Foul drawn,NA,NA,NA,158,1358,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
21,30,2,2,11,pbp-team1,18,Willie Rodriguez,Free throw 1 of 3 made PUERTO RICO NATIONAL TEAM - trail by 9,NA,NA,1,131,1331,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
21,30,2,2,6,pbp-team1,18,Willie Rodriguez,Free throw 2 of 3 missed,NA,NA,1,126,1326,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
21,30,2,2,6,pbp-team1,NA,NA,Offensive Dead Ball Rebound,NA,NA,NA,126,1326,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
22,30,2,2,6,pbp-team1,18,Willie Rodriguez,Free throw 3 of 3 made PUERTO RICO NATIONAL TEAM - trail by 8,NA,NA,1,126,1326,Chris Brady,Evander Ortiz,Jesus Cruz,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Keshon Gilbert,Tamin Lipsey,Tre King,game_3
22,30,2,1,56,pbp-team2,5,Curtis Jones,3pt jump shot missed,NA,3,1,116,1316,Chris Brady,Evander Ortiz,Isahia Palermo,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
22,30,2,1,53,pbp-team1,NA,NA,Defensive rebound,NA,NA,NA,113,1313,Chris Brady,Evander Ortiz,Isahia Palermo,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
22,30,2,1,40,pbp-team1,16,Isahia Palermo,3pt jump shot missed,NA,3,1,100,1300,Chris Brady,Evander Ortiz,Isahia Palermo,Jorge Matos,Willie Rodriguez,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Tre King,game_3
